eightd_station_services,short_name,external_id,capacity,has_kiosk,electric_bike_surcharge_waiver,name,station_type,rental_methods,eightd_has_key_dispenser,station_id,lat,rental_uris,lon,region_id
[],8528.05,3d68a3fd-91da-49e8-9cd5-69b333863789,21,True,False,Nagle Ave & Ellwood St,classic,"['KEY', 'CREDITCARD']",False,3d68a3fd-91da-49e8-9cd5-69b333863789,40.86012,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.928489,71
[],5114.06,66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,73,True,False,West Thames St,classic,"['KEY', 'CREDITCARD']",False,66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,40.70834698,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-74.01713445,71
[],7777.02,98ebf9c6-1d94-4e21-9007-c623875fdb5e,19,True,False,E 144 St & Brook Ave,classic,"['KEY', 'CREDITCARD']",False,98ebf9c6-1d94-4e21-9007-c623875fdb5e,40.811675,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.917037,71
[],3019.02,93da4d1b-d574-45b0-85d7-5b82e2887267,21,True,False,65 St & 2 Ave,classic,"['KEY', 'CREDITCARD']",False,93da4d1b-d574-45b0-85d7-5b82e2887267,40.640493,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-74.02564,71
[],3135.04,7aa86431-bbc5-4d9c-8198-9630c9d32a22,21,True,False,Chester Ave & 12 Ave,classic,"['KEY', 'CREDITCARD']",False,7aa86431-bbc5-4d9c-8198-9630c9d32a22,40.644367,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.984276,71
[],5945.01,1851254468343716806,21,True,False,60 Ave & Otis Ave,classic,"['KEY', 'CREDITCARD']",False,1851254468343716806,40.73715,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.85614,
[],6025.08,fda18503-7488-4b91-b74c-949a90401e83,19,True,False,39 St & 50 Ave,classic,"['KEY', 'CREDITCARD']",False,fda18503-7488-4b91-b74c-949a90401e83,40.73824937345944,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.92737478017807,71
[],7619.05,66de12ff-0aca-11e7-82f6-3863bb44ef7c,23,True,False,W 107 St & Columbus Ave,classic,"['KEY', 'CREDITCARD']",False,66de12ff-0aca-11e7-82f6-3863bb44ef7c,40.7997568,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.9621128676,71
[],3593.01,4e9a1c3a-20e2-4fd5-b8de-fbf8d43e7bcc,24,True,False,Maple St & Flatbush Ave,classic,"['KEY', 'CREDITCARD']",False,4e9a1c3a-20e2-4fd5-b8de-fbf8d43e7bcc,40.66026,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.96045,71
[],8016.07,38af3d1a-9916-46cf-b22e-86fc8648bf30,21,True,False,Park Ave & E 162 St,classic,"['KEY', 'CREDITCARD']",False,38af3d1a-9916-46cf-b22e-86fc8648bf30,40.825716,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.915585,71
[],8539.02,b713367c-3572-4225-b74a-9319ab537838,19,True,False,Sedgwick Ave & Hall of Fame Terrace,classic,"['KEY', 'CREDITCARD']",False,b713367c-3572-4225-b74a-9319ab537838,40.859532,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.913303,71
[],4095.10,633fbc4c-7617-47ba-a393-aad7a8d26a3e,24,True,False,Van Brunt St & Van Dyke St,classic,"['KEY', 'CREDITCARD']",False,633fbc4c-7617-47ba-a393-aad7a8d26a3e,40.6758329439129,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-74.01472628116608,71
[],3007.05,180b83a0-329c-4069-87be-df862cb1baed,23,True,False,Church Ave & Story St,classic,"['KEY', 'CREDITCARD']",False,180b83a0-329c-4069-87be-df862cb1baed,40.642031,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.981073,71
[],5340.01,1786698974100683436,53,True,False,N 7 St & Driggs Ave,classic,"['KEY', 'CREDITCARD']",False,1786698974100683436,40.716967,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.956388,
[],3084.05,816e50eb-dc4b-47dc-b773-154e2020cb0d,19,True,False,52 St & 6 Ave,classic,"['KEY', 'CREDITCARD']",False,816e50eb-dc4b-47dc-b773-154e2020cb0d,40.642703,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-74.009441,71
[],8320.01,6b60bf55-3da4-439a-bde1-fc80be8623ba,24,True,False,Fort Washington Ave & W 173 St,classic,"['KEY', 'CREDITCARD']",False,6b60bf55-3da4-439a-bde1-fc80be8623ba,40.84522,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.940493,71
[],6836.07,ec42fb3a-af54-46aa-a8b3-b17d72ed4475,19,True,False,34 Ave & 13 St,classic,"['KEY', 'CREDITCARD']",False,ec42fb3a-af54-46aa-a8b3-b17d72ed4475,40.7638753,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.9364848,71
[],7910.10,b0bac4ef-bb57-4598-a433-75c281170d5b,24,True,False,Lenox Ave & W 146 St,classic,"['KEY', 'CREDITCARD']",False,b0bac4ef-bb57-4598-a433-75c281170d5b,40.821111,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.935971,71
[],7942.07,563389a0-d90f-4155-9c50-528459df26aa,27,True,False,Broadway & W 138 St,classic,"['KEY', 'CREDITCARD']",False,563389a0-d90f-4155-9c50-528459df26aa,40.82182,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.95353,71
[],4715.01,66dbe15d-0aca-11e7-82f6-3863bb44ef7c,27,True,False,Franklin Ave & Myrtle Ave,classic,"['KEY', 'CREDITCARD']",False,66dbe15d-0aca-11e7-82f6-3863bb44ef7c,40.694546087246025,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.95801365375519,71
[],3286.07,1817432434869846072,23,True,False,Rogers Ave & Snyder Ave,classic,"['KEY', 'CREDITCARD']",False,1817432434869846072,40.64871,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.95218,
[],8149.09,481624f3-9377-4dfd-a5dd-de05a7fef760,19,True,False,Ogden Ave & W 165 St,classic,"['KEY', 'CREDITCARD']",False,481624f3-9377-4dfd-a5dd-de05a7fef760,40.834457,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.928381,71
[],8005.08,6e5a8cab-cf1a-4584-8133-01835b56ad71,27,True,False,River Ave & E 153 St,classic,"['KEY', 'CREDITCARD']",False,6e5a8cab-cf1a-4584-8133-01835b56ad71,40.82441,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.92818,71
[],6732.01,6fd61eee-d0ef-4580-9704-bd06b82bcb61,33,True,False,E 56 St & Madison Ave,classic,"['KEY', 'CREDITCARD']",False,6fd61eee-d0ef-4580-9704-bd06b82bcb61,40.761573,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.972628,71
[],8717.07,1096fc76-794e-4343-8eb0-0dd6c9a48266,19,True,False,E 201 St & Briggs Ave,classic,"['KEY', 'CREDITCARD']",False,1096fc76-794e-4343-8eb0-0dd6c9a48266,40.87207,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.88459,71
[],6779.05,66dc2c78-0aca-11e7-82f6-3863bb44ef7c,85,True,False,Broadway & W 53 St,classic,"['KEY', 'CREDITCARD']",False,66dc2c78-0aca-11e7-82f6-3863bb44ef7c,40.76344058,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.98268129,71
[],4990.02,81bec993-29a5-4e70-8f60-eecdf16c7be4,30,True,False,Railroad Ave & Kay Ave,classic,"['KEY', 'CREDITCARD']",False,81bec993-29a5-4e70-8f60-eecdf16c7be4,40.70514807698391,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.97078096866608,71
[],8225.05,99614ecb-2329-49fa-a13a-fa1ef2bb32d6,21,True,False,Clay Ave & Claremont Pkwy,classic,"['KEY', 'CREDITCARD']",False,99614ecb-2329-49fa-a13a-fa1ef2bb32d6,40.83999,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.90549,71
[],7571.01,b4a320d6-2611-4940-96ca-17fb297ec826,25,True,False,Sunken Meadow Comfort Station,classic,"['KEY', 'CREDITCARD']",False,b4a320d6-2611-4940-96ca-17fb297ec826,40.79558,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.91906,71
[],8756.07,1869753484503987044,19,True,False,Sedgwick Ave & W 231 St,classic,"['KEY', 'CREDITCARD']",False,1869753484503987044,40.87512,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.90126,
[],8209.01,b4b5824b-3c23-44b7-92a3-cec6a54583a0,21,True,False,Morris Ave & E 171 St,classic,"['KEY', 'CREDITCARD']",False,b4b5824b-3c23-44b7-92a3-cec6a54583a0,40.83899,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.9109,71
[],5043.06,498d7e8e-5164-4f26-9ce6-399947d73b1a,17,True,False,Suydam St & St Nicholas Ave,classic,"['KEY', 'CREDITCARD']",False,498d7e8e-5164-4f26-9ce6-399947d73b1a,40.70636,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.91945,71
[],8190.03,4e747443-d481-4aea-a6d1-cf20204af4ba,20,True,False,E 171 St & Webster Ave,classic,"['KEY', 'CREDITCARD']",False,4e747443-d481-4aea-a6d1-cf20204af4ba,40.838379,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.905838,71
[],6325.01,41495491-5d89-4e14-aab9-c3db04aad399,19,True,False,43 St & Skillman Ave,classic,"['KEY', 'CREDITCARD']",False,41495491-5d89-4e14-aab9-c3db04aad399,40.74692675687384,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.9208248257637,71
[],3987.06,66de2199-0aca-11e7-82f6-3863bb44ef7c,30,True,False,5 Ave & 3 St,classic,"['KEY', 'CREDITCARD']",False,66de2199-0aca-11e7-82f6-3863bb44ef7c,40.6728155,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.98352355,71
[],8353.02,ceb179f3-89c3-4c3e-8a0a-3415406a9463,23,True,False,Amsterdam Ave & W 180 St,classic,"['KEY', 'CREDITCARD']",False,ceb179f3-89c3-4c3e-8a0a-3415406a9463,40.847396,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.931205,71
[],8198.05,b96507c5-7c90-499d-9c45-58f25d6f636a,20,True,False,Shakespeare Ave & W 169 St,classic,"['KEY', 'CREDITCARD']",False,b96507c5-7c90-499d-9c45-58f25d6f636a,40.839312,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.922423,71
[],8505.08,1862008939006380034,21,True,False,E 189 St & Bathgate Ave,classic,"['KEY', 'CREDITCARD']",False,1862008939006380034,40.85859,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.88821,
[],5584.04,66db76a1-0aca-11e7-82f6-3863bb44ef7c,95,True,False,E 6 St & Ave B,classic,"['KEY', 'CREDITCARD']",False,66db76a1-0aca-11e7-82f6-3863bb44ef7c,40.72453734,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.98185424,71
[],7230.10,66dd515d-0aca-11e7-82f6-3863bb44ef7c,27,True,False,W 74 St & Columbus Ave,classic,"['KEY', 'CREDITCARD']",False,66dd515d-0aca-11e7-82f6-3863bb44ef7c,40.7785669,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.97754961,71
[],7927.08,6476c5fd-611e-436c-9736-e0f43bb7774e,19,True,False,E 163 St & Tiffany St,classic,"['KEY', 'CREDITCARD']",False,6476c5fd-611e-436c-9736-e0f43bb7774e,40.821075,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.895069,71
[],7867.04,8a89684b-40a5-49fe-b75d-fdf32ffa8102,20,True,False,Southern Blvd & Tiffany St,classic,"['KEY', 'CREDITCARD']",False,8a89684b-40a5-49fe-b75d-fdf32ffa8102,40.818185,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.894143,71
[],8057.02,abc1311e-e000-4211-af9e-0cf92242711e,22,True,False,Grand Concourse & E 164 St,classic,"['KEY', 'CREDITCARD']",False,abc1311e-e000-4211-af9e-0cf92242711e,40.829608,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.921461,71
[],5453.01,66dc3ab9-0aca-11e7-82f6-3863bb44ef7c,64,True,False,Rivington St & Chrystie St,classic,"['KEY', 'CREDITCARD']",False,66dc3ab9-0aca-11e7-82f6-3863bb44ef7c,40.72110063,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.9919254,71
[],7901.04,581bc4fe-cf14-4767-8377-6fa156ff8a29,19,True,False,Morris Ave & E 153 St,classic,"['KEY', 'CREDITCARD']",False,581bc4fe-cf14-4767-8377-6fa156ff8a29,40.820036,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.921411,71
[],7888.10,a2ef8ed2-6031-4049-b7dc-9838ef39889b,19,True,False,Dawson St & Intervale Ave,classic,"['KEY', 'CREDITCARD']",False,a2ef8ed2-6031-4049-b7dc-9838ef39889b,40.819999,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.897263,71
[],5146.03,837b7db3-55c6-4595-a497-834972631752,17,True,False,Stanhope St & Fairview Ave,classic,"['KEY', 'CREDITCARD']",False,837b7db3-55c6-4595-a497-834972631752,40.70998,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.91116,71
[],3428.04,e92414a8-e72f-4a69-a5a1-7f50f4c881e5,19,True,False,2 Ave & 43 St,classic,"['KEY', 'CREDITCARD']",False,e92414a8-e72f-4a69-a5a1-7f50f4c881e5,40.65292829363811,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-74.01286482810974,71
[],8172.07,bc9c9006-3d40-400d-8b5c-17f56e6dfcee,27,True,False,Amsterdam Ave & W 162 St,classic,"['KEY', 'CREDITCARD']",False,bc9c9006-3d40-400d-8b5c-17f56e6dfcee,40.83618,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.939789,71
[],8179.03,b896d83d-5524-4c9c-a2aa-c1b0edaadc22,20,True,False,Walton Ave & E 168 St,classic,"['KEY', 'CREDITCARD']",False,b896d83d-5524-4c9c-a2aa-c1b0edaadc22,40.83649,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.918316,71
[],8152.03,bf880f45-422c-4e0b-b3b0-2b1f5ba94da4,19,True,False,Fulton Ave & St Paul's Pl,classic,"['KEY', 'CREDITCARD']",False,bf880f45-422c-4e0b-b3b0-2b1f5ba94da4,40.83545,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.90153,71
[],3050.03,566a6389-5c22-49ca-8c24-4d9eea135170,28,True,False,55 St & 5 Ave,classic,"['KEY', 'CREDITCARD']",False,566a6389-5c22-49ca-8c24-4d9eea135170,40.642408,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-74.013318,71
[],5863.07,66db6963-0aca-11e7-82f6-3863bb44ef7c,77,True,False,E 15 St & 3 Ave,classic,"['KEY', 'CREDITCARD']",False,66db6963-0aca-11e7-82f6-3863bb44ef7c,40.734232,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.986923,71
[],5216.06,06439006-11b6-44f0-8545-c9d39035f32a,48,True,False,Vesey St & Church St,classic,"['KEY', 'CREDITCARD']",False,06439006-11b6-44f0-8545-c9d39035f32a,40.71221958009051,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-74.01047229766846,71
[],5914.08,66dbe68e-0aca-11e7-82f6-3863bb44ef7c,57,True,False,Greenwich Ave & Charles St,classic,"['KEY', 'CREDITCARD']",False,66dbe68e-0aca-11e7-82f6-3863bb44ef7c,40.735238,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-74.000271,71
[],5736.09,66dc7ba2-0aca-11e7-82f6-3863bb44ef7c,43,True,False,E 14 St & Ave B,classic,"['KEY', 'CREDITCARD']",False,66dc7ba2-0aca-11e7-82f6-3863bb44ef7c,40.72938685,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.97772429,71
[],6304.04,1846085734612252774,22,True,False,98 St & 41 Ave,classic,"['KEY', 'CREDITCARD']",False,1846085734612252774,40.74773,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.86649,
[],5997.10,29ced315-14b5-4edc-bef2-665316dfe3dd,45,True,False,W 12 St & Hudson St,classic,"['KEY', 'CREDITCARD']",False,29ced315-14b5-4edc-bef2-665316dfe3dd,40.73752993301071,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-74.00558933615685,71
[],4982.02,1871698348432996504,23,True,False,Taylor St & Bedford Ave,classic,"['KEY', 'CREDITCARD']",False,1871698348432996504,40.705774,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.963252,
[],6113.07,1848241791125254746,19,True,False,51 Ave & Junction Blvd,classic,"['KEY', 'CREDITCARD']",False,1848241791125254746,40.74087,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",-73.86772,
